# nrNodes DER0 AVG-DER
10 1.0 0.823190045249
10 1.0 0.86339869281
10 0.909090909091 0.914772727273
10 0.692307692308 0.807287449393
10 0.4 0.590576923077
10 0.615384615385 0.648631923632
10 0.636363636364 0.755487914863
10 0.6 0.729153138528
10 0.714285714286 0.813852813853
10 0.5 0.576388888889
